,Company,Job,Salary,Reported,Location,Rating
20041,Kore.ai,Test Engineer,600000,1,Hyderabad,4.3
20042,Inus Technologies (India),Test Engineer,300000,1,Hyderabad,4.3
20043,YV Technologies,Test Engineer,300000,1,Hyderabad,1.0
20044,Sheetal Kumar & Associates,Test Engineer,5200000,1,Hyderabad,3.8
20045,Accentuate IT Solutions,Test Engineer,252000,1,Hyderabad,3.4
20046,Virtusa,Test Engineer,500000,1,Hyderabad,3.7
20047,Staffio HR,Test Engineer,300000,1,Hyderabad,3.9
20048,Krishna Maruti Group,Test Engineer,300000,1,Hyderabad,3.7
20049,Enneas,Test Engineer,200000,1,Hyderabad,5.0
20050,Right at Home,Test Engineer,100000,1,Hyderabad,3.8
20051,Shree Ganesh Jewellery,Test Engineer,228000,1,Hyderabad,3.1
20052,Athena Global Technologies,Test Engineer,700000,1,Hyderabad,4.0
20053,Vinayaka Global Services,Test Engineer,800000,1,Hyderabad,5.0
20054,3i Infotech,Test Engineer,500000,1,Hyderabad,3.5
20055,TollPlus,Test Engineer,500000,1,Hyderabad,3.2
20056,Conduent,Test Engineer,600000,1,Hyderabad,3.1
20057,Capgemini Engineering,Test Engineer,400000,1,Hyderabad,3.9
20058,Apollo Hospitals,Test Engineer,600000,1,Hyderabad,4.1
20059,Shabab Restaurant,Test Engineer,200000,1,Hyderabad,4.0
20060,Hexaware Technologies,Test Engineer,972000,1,Hyderabad,3.8
20061,Infoshare Systems,Test Engineer,216000,1,Hyderabad,4.2
20062,IBM,Test Engineer,300000,1,Hyderabad,4.1
20063,Marvin Test Solutions,Test Engineer,100000,1,Hyderabad,2.3
20064,Schneider Electric,Test Engineer - Contractor,500000,1,Hyderabad,4.2
20065,S2 Tech,Test Engineer,300000,1,Hyderabad,3.8
20066,None Such Farm,Test Engineer,360000,1,Hyderabad,3.7
20067,Handsyys Software Technologies,Test Engineer - Contractor,500000,1,Hyderabad,4.7
20068,E-Ring,Test Engineer,252000,1,Hyderabad,3.9
20069,Capella Systems,Test Engineer,600000,1,Hyderabad,4.5
20070,ACSESTECH,Test Engineer,4300000,1,Hyderabad,3.9
20071,Tecdatum,Test Engineer,168000,1,Hyderabad,5.0
20072,VarTech Systems,Test Engineer - Contractor,600000,1,Hyderabad,3.4
20073,Venkataramanan Associates,Test Engineer,700000,1,Hyderabad,4.3
20074,EMTAC,Test Engineer,264000,1,Hyderabad,5.0
20075,Mudra Soft Technologies,Test Engineer,600000,1,Hyderabad,4.8
20076,Next Education India,Test Engineer,400000,1,Hyderabad,3.7
20077,Sonata Software,Test Engineer - Contractor,400000,1,Hyderabad,3.9
20078,Fresherworld.com,Test Engineer,400000,1,Hyderabad,4.0
20079,Qsource Global Consulting,Test Engineer - Contractor,700000,1,Hyderabad,3.3
20080,AmpleLogic,Test Engineer,300000,1,Hyderabad,3.8
20081,Unic Sol,Test Engineer,300000,1,Hyderabad,4.0
20082,CDK Global,Test Engineer,996000,1,Hyderabad,3.7
20083,Honeywell,Test Engineer,1000000,1,Hyderabad,3.8
20084,SOA Software,Test Engineer,1700000,1,Hyderabad,2.6
20085,Tribhuvandas Bhimji Zaveri and Sons,Test Engineer,144000,1,Hyderabad,3.4
20086,MotivityLabs,Test Engineer,1300000,1,Hyderabad,4.2
20087,Bharucha & Partners,Test Engineer,1208064,1,Hyderabad,4.0
20088,Graduate Student,Test Engineer,288000,1,Hyderabad,4.3
20089,Serole Technologies,Test Engineer,300000,1,Hyderabad,3.9
20090,Colruyt Group,Test Engineer,400000,1,Hyderabad,3.9
20091,Samsung R&D Institute India - Bangalore,Test Engineer,400000,1,Hyderabad,3.1
20092,Zolt Info Solutions,Test Engineer Contractor,120000,1,Hyderabad,3.3
20093,VMK Software Solutions,Test Engineer,700000,1,Hyderabad,3.7
20094,Indigen Technologies,Test Engineer,500000,1,Hyderabad,4.6
20095,Head Digital Works,Test Engineer,600000,1,Hyderabad,4.4
20096,Sun Icon Systems,Test Engineer,300000,1,Hyderabad,4.4
20097,Netcracker Technology,Test Engineer,300000,1,Hyderabad,3.8
20098,Tesla,Test Engineer,1000000,1,Hyderabad,3.7
20099,Della Group,Test Engineer,948000,1,Hyderabad,3.5
20100,test,Test Engineer,300000,1,Hyderabad,3.9
20101,Bydint IT Solutions,Test Engineer,300000,1,Hyderabad,4.0
20102,Eximius Tech Innovations,Test Engineer Contractor,336000,1,Hyderabad,4.0
20103,Plant Infotech,Test Engineer,300000,1,Hyderabad,5.0
20104,Infineon Technologies,Test Engineer,800000,1,Hyderabad,4.2
20105,Avfuel,Test Engineer,204000,1,Hyderabad,3.3
20106,Tachyon Technologies,Test Engineer,516000,1,Hyderabad,4.7
20107,Sasken,Test Engineer,600000,1,Hyderabad,3.8
20108,Graco,Test Engineer,1000000,1,Hyderabad,4.2
20109,nsjj,Test Engineer,500000,1,Hyderabad,3.9
20110,Infosys BPM,Test Engineer,36000,1,Hyderabad,3.6
20111,UST,Test Engineer,1000000,1,Hyderabad,4.0
20112,ASDA,Test Engineer,200000,1,Hyderabad,3.5
20113,TCS,Test Engineer - Contractor,600000,1,Hyderabad,4.0
20114,RATAN,Test Engineer,912000,1,Hyderabad,4.5
20115,AKUNA CAPITAL,Test Engineer - Contractor,228000,1,Hyderabad,3.8
20116,Honeywell,Test Engineer Contractor,600000,1,Hyderabad,3.8
20117,ejjagiri anil,Test Engineer,228000,1,Hyderabad,3.9
20118,Powerwave Technologies,Test Engineer,900000,1,Hyderabad,3.1
20119,The Oil & Gas Market,Test Engineer,100000,1,Hyderabad,3.9
20120,Vamana Stores,Test Engineer,1000000,1,Hyderabad,3.9
20121,North American Corporation,Test Engineer,700000,1,Hyderabad,3.9
20122,CongnitivZen Technologies,Test Engineer,400000,1,Hyderabad,3.9
20123,Wipro,Test Engineer,200000,1,Hyderabad,3.8
20124,Ramireddy Subbarami Reddy Engineering College,Test Engineer,800000,1,Hyderabad,3.0
20125,Testengeer,Test Engineer,400000,1,Hyderabad,4.0
20126,Capgemini,Test Engineer Contractor,324000,1,Hyderabad,3.8
20127,Big Gig Media,Test Engineer,100000,1,Hyderabad,3.6
20128,Inspirage,Test Engineer - Contractor,600000,1,Hyderabad,3.6
20129,Testengeer,Test Engineer,240000,1,Hyderabad,4.0
20130,Confidential,Test Engineer,600000,1,Hyderabad,3.9
20131,Technium,Test Engineer,120000,1,Hyderabad,4.1
20132,Prolific,Test Engineer,500000,1,Hyderabad,3.4
20133,NTT DATA,Test Engineer,1100000,1,Hyderabad,3.8
20134,Creditsafe Technology,Test Engineer,500000,1,Hyderabad,4.8
20135,Xtivia,Test Engineer,1000000,1,Hyderabad,4.4
20136,TenXLabs Technologies,Test Engineer,192000,1,Hyderabad,3.1
20137,SD Softech,Test Engineer,600000,1,Hyderabad,2.8
20138,ASUS,Test Engineer,100000,1,Hyderabad,3.6
20139,Prashanth Projects,Test Engineer,132000,1,Hyderabad,3.8
20140,Rehlat,Test Engineer,500000,1,Hyderabad,4.0
20141,Qualirede,Test Engineer,200000,1,Hyderabad,3.6
20142,delaPlex,Test Engineer,700000,1,Hyderabad,4.2
20143,HCL Technologies,Test Engineer Contractor,312000,1,Hyderabad,3.7
20144,United Holding Group,Test Engineer,500000,1,Hyderabad,3.6
20145,LOYALTY METHODS,Test Engineer,300000,1,Hyderabad,3.6
20146,JD Sports Fashion,Test Engineer,840000,1,Hyderabad,3.1
20147,OSI Digital,Test Engineer,1152000,1,Hyderabad,3.7
20148,NTT DATA,Test Engineer - Contractor,900000,1,Hyderabad,3.8
20149,Indus Business Systems,Test Engineer,100000,1,Hyderabad,3.9
20150,Tata Consultancy Services,Test Engineer,300000,1,Hyderabad,3.9
20151,Kiran Jewels,Test Engineer,400000,1,Hyderabad,3.8
20152,Shri Mallikarjuna Polytechnic,Test Engineer,300000,1,Hyderabad,4.0
20153,Xius,Test Engineer,800000,1,Hyderabad,3.1
20154,"ALTRUISTA HEALTH, INC.",Test Engineer,1000000,1,Hyderabad,3.4
20155,Atos-Syntel,Test Engineer - Contractor,300000,1,Hyderabad,3.5
20156,Bharat Petroleum,Test Engineer Contractor,168000,1,Hyderabad,3.8
20157,BPK Technology,Test Engineer,228000,1,Hyderabad,4.7
20158,L'Arche,Test Engineer,288000,1,Hyderabad,3.8
20159,ilabz Technology,Test Engineer,312000,1,Hyderabad,2.6
20160,Fiserv,Test Engineer,1100000,1,Hyderabad,3.3
20161,Polaris FT,Test Engineer,420000,1,Hyderabad,3.8
20162,Persistent Systems,Test Engineer,588000,1,Hyderabad,4.1
20163,smartron India,Test Engineer,400000,1,Hyderabad,3.8
20164,Spinsci Technologies,Test Engineer,200000,1,Hyderabad,4.1
20165,Adya,Test Engineer,156000,1,Hyderabad,3.5
20166,Medhimalayas Solutions,Test Engineer,696000,1,Hyderabad,2.3
20167,Zlapch TechStudios,Test Engineer,200000,1,Hyderabad,5.0
20168,Hyderabad Golf Club,Test Engineer,204000,1,Hyderabad,3.0
20169,CTS,Test Engineer,700000,1,Hyderabad,3.9
20170,Payoda,Test Engineer,500000,1,Hyderabad,4.3
20171,DotcomWeavers,Test Engineer,276000,1,Hyderabad,4.2
20172,HighRadius,Test Engineer,348000,1,Hyderabad,4.0
20173,Freshers.com,Test Engineer,444000,1,Hyderabad,4.0
20174,KH TEC,Test Engineer - Intern,6600000,1,Hyderabad,3.9
20175,TradeLeaves,Test Engineer,500000,1,Hyderabad,3.5
20176,Helical IT Solutions,Test Engineer,600000,1,Hyderabad,3.6
20177,Ibase IT,Test Engineer,96000,1,Hyderabad,4.4
20178,Orvito,Test Engineer,300000,1,Hyderabad,2.9
20179,Capella,Test Engineer,500000,1,Hyderabad,3.7
20180,Self Employment & Entrepreneur Development Society,Test Engineer,120000,1,Hyderabad,4.4
20181,Federal Soft Systems,Test Engineer,576000,1,Hyderabad,4.8
20182,Innovative Information Technologies....,Test Engineer,500000,1,Hyderabad,4.0
20183,Amigos Software solutions,Test Engineer,300000,1,Hyderabad,4.8
20184,Arkin Systems,Test Engineer,400000,1,Hyderabad,4.0
20185,Quest Global,Test Engineer,700000,1,Hyderabad,3.1
20186,i-soft software solution,Test Engineer,500000,1,Hyderabad,1.0
20187,next,Test Engineer - Contractor,600000,1,Hyderabad,3.5
20188,ZenQ,Test Engineer Contractor,252000,1,Hyderabad,3.7
20189,Hoopla Interactive Services,Test Engineer,400000,1,Hyderabad,4.1
20190,Artha,Test Engineer,60000,1,Hyderabad,3.2
20191,CognitivZen,Test Engineer,200000,1,Hyderabad,4.6
20192,Snithik,Test Engineer,120000,1,Hyderabad,4.6
20193,Sai industries,Test Engineer - Contractor,400000,1,Hyderabad,3.9
20194,CreditVidya,Test Engineer,600000,1,Hyderabad,4.3
20195,AscarIT Solutions,Test Engineer,156000,1,Hyderabad,5.0
20196,TCS Education,Test Engineer,600000,1,Hyderabad,4.3
20197,EPAM Systems,Test Engineer,1400000,1,Hyderabad,3.9
20198,Innominds Software,Test Engineer - Contractor,500000,1,Hyderabad,3.9
20199,Nektrix,Test Engineer,500000,1,Hyderabad,5.0
20200,asksajsancsa,Test Engineer,72000,1,Hyderabad,3.9
20201,Access Automation,Test Engineer Contractor,288000,1,Hyderabad,3.0
20202,Veeva Systems,Test Engineer,1000000,1,Hyderabad,4.0
20203,CGi,Test Engineer,700000,1,Hyderabad,4.1
20204,Mu Sigma,Test Engineer,576000,1,Hyderabad,3.3
20205,Quadrant Resource,Test Engineer,240000,1,Hyderabad,4.0
20206,Evre,Test Engineer,228000,1,Hyderabad,5.0
20207,DXC Technology,Test Engineer - Contractor,500000,1,Hyderabad,3.5
20208,ABC Companies,Test Engineer,204000,1,Hyderabad,3.7
20209,Zenoti,Test Engineer,1900000,1,Hyderabad,4.7
20210,Cyient,Test Engineer,500000,1,Hyderabad,3.4
20211,TalentSprint,Test Engineer Contractor,156000,1,Hyderabad,4.3
20212,American Red Cross,Test Engineer,204000,1,Hyderabad,3.5
20213,Technitude Services,Test Engineer,132000,1,Hyderabad,1.0
20214,ZenQ,Test Engineer,348000,1,Hyderabad,3.7
20215,Thrymr Software,Test Engineer,132000,1,Hyderabad,2.7
20216,Raja Software Labs,Test Engineer,1000000,1,Hyderabad,4.0
20217,Lovato Gas,Test Engineer,300000,1,Hyderabad,4.0
20218,Wipro,Test Engineer,300000,1,Hyderabad,3.8
20219,Qualcomm Technologies,Test Engineer,600000,1,Hyderabad,4.2
20220,Analogue IT Solutions,Test Engineer,300000,1,Hyderabad,3.9
20221,ABC,Test Engineer,192000,1,Hyderabad,3.9
20222,Grapple Info Solutions,Test Engineer,400000,1,Hyderabad,4.4
20223,Current,Test Engineer,400000,1,Hyderabad,4.3
20224,Ruchiwebsolutions,Test Engineer,348000,1,Hyderabad,3.2
20225,HCL,Test Engineer,696000,1,Hyderabad,3.6
20226,Infosys,Test Engineer,400000,1,Hyderabad,3.3
20227,Managix Technology and Management Services,Test Engineer Contractor,288000,1,Hyderabad,3.7
20228,"Dr. Kongara, Padmaja R Dental Clinic",Test Engineer,840000,1,Hyderabad,4.0
20229,Infosys,Test Engineer - Intern,180000,1,Hyderabad,3.3
20230,ValueMomentum,Test Engineer,300000,1,Hyderabad,3.8
20231,Citi,Test Engineer,708000,1,Hyderabad,3.9
20232,Krishna Consultants,Test Engineer,400000,1,Hyderabad,4.0
20233,KOVVURI BENNU,Test Engineer,200000,1,Hyderabad,3.9
20234,Affine IT Services,Test Engineer,264000,1,Hyderabad,4.8
20235,Synchrony,Test Engineer,600000,1,Hyderabad,4.2
20236,Digital Guardian,Test Engineer,1500000,1,Hyderabad,3.8
20237,Prospect Infosys,Test Engineer,200000,1,Hyderabad,3.2
20238,Domin,Test Engineer,500000,1,Hyderabad,3.4
20239,Revathi Equipment,Test Engineer,348000,1,Hyderabad,3.6
20240,blabla,Test Engineer,400000,1,Hyderabad,3.5
20241,ABC,Test Engineer - Contractor,1140000,1,Hyderabad,3.9
20242,Kireeti Soft Technologies,Test Engineer,200000,1,Hyderabad,3.9
20243,GGK Tech,Test Engineer,1000000,1,Hyderabad,3.8
20244,Astra Microwave Products,Test Engineer,200000,1,Hyderabad,3.7
20245,Indium Software,Test Engineer,300000,1,Hyderabad,4.1
20246,OSI Systems,Test Engineer,1000000,1,Hyderabad,3.5
20247,PopcornApps,Test Engineer,300000,1,Hyderabad,4.3
20248,SVM Technologies,Test Engineer,500000,1,Hyderabad,4.4
20249,Parexel,Test Engineer,900000,1,Hyderabad,3.8
20250,SONI,Test Engineer,312000,1,Hyderabad,3.5
20251,MOURI Tech,Test Engineer,336000,1,Hyderabad,3.9
20252,Tiroler Tageszeitung,Test Engineer,600000,1,Hyderabad,3.8
20253,DCT,Test Engineer,324000,1,Hyderabad,4.1
20254,Abu Jani Sandeep Khosla,Test Engineer,200000,1,Hyderabad,3.3
20255,Organization Strategies Intl,Test Engineer,900000,1,Hyderabad,3.1
20256,Amazon,Test Engineer,400000,1,Hyderabad,3.8
20257,AXALT Technologies,Test Engineer,180000,1,Hyderabad,1.5
20258,700,Test Engineer,696000,1,Hyderabad,3.9
20259,The Sports Gurukul,Test Engineer,168000,1,Hyderabad,4.2
20260,Kaplan Test Prep,Test Engineer,300000,1,Hyderabad,3.9
20261,Adaps,Test Engineer,300000,1,Hyderabad,4.6
20262,Sravan Shipping Services,Test Engineer,400000,1,Hyderabad,5.0
20263,Nilesh Paper Products,Test Engineer,200000,1,Hyderabad,4.4
20264,Kavyasree,Test Engineer,500000,1,Hyderabad,3.9
20265,FactSet,Test Engineer,600000,1,Hyderabad,4.0
20266,OpenText,Test Engineer - Intern,180000,1,Hyderabad,3.7
20267,Qualcomm,Test Engineer - Intern,312000,1,Hyderabad,4.1
20268,Sagarsoft,Test Engineer,900000,1,Hyderabad,4.1
20269,Johnson Automotive,Test Engineer,100000,1,Hyderabad,3.5
20270,SLK Group,Test Engineer,1200000,1,Hyderabad,3.7
20271,Yantra Software,Test Engineer,400000,1,Hyderabad,3.0
20272,Deevas Techno Soft India,Test Engineer,300000,1,Hyderabad,3.5
20273,hhiiiii,Test Engineer,600000,1,Hyderabad,3.9
20274,HSBC Electronic Data Processing India,Test Engineer,300000,1,Hyderabad,3.9
20275,Test,Test Engineer,192000,1,Hyderabad,4.1
20276,Apple,Test Engineer,708000,1,Hyderabad,4.2
20277,Silvan Innovation Labs,Test Engineer,324000,1,Hyderabad,4.4
20278,Cignetix Systems,Test Engineer,540000,1,Hyderabad,3.9
20279,Luxoft,Test Engineer - Contractor,1900000,1,Hyderabad,4.3
20280,EnLume,Test Engineer,300000,1,Hyderabad,4.2
20281,Aquila Software Services,Test Engineer,156000,1,Hyderabad,3.5
20282,ZenQ,Test Engineer,700000,1,Hyderabad,3.7
20283,"National Institute of Technology, Durgapur",Test Engineer,100000,1,Hyderabad,4.4
20284,Sana Technos (India),Test Engineer,516000,1,Hyderabad,3.1
20285,ggoouu,Test Engineer,360000,1,Hyderabad,3.9
20286,"Chugh, LLP",Test Engineer,500000,1,Hyderabad,4.0
20287,Photon,Test Engineer - Contractor,300000,1,Hyderabad,3.9
20288,Wells Fargo,Test Engineer,1100000,1,Hyderabad,3.6
20289,Nexusguard,Test Engineer,420000,1,Hyderabad,3.0
20290,Western Digital,Test Engineer,1900000,1,Hyderabad,3.9
20291,Accenture,Test Engineer - Intern,336000,1,Hyderabad,4.1
20292,Jayam Solutions,Test Engineer,100000,1,Hyderabad,2.7
20293,Novardis,Test Engineer,200000,1,Hyderabad,4.3
20294,Big It Solutions,Test Engineer,300000,1,Hyderabad,3.2
20295,Columbus,Test Engineer,600000,1,Hyderabad,3.7
20296,LanguageLine Solutions,Test Engineer Contractor,324000,1,Hyderabad,3.3
20297,Visvi Info,Test Engineer,624000,1,Hyderabad,4.0
20298,Monocept,Test Engineer,216000,1,Hyderabad,4.0
20299,Nalla Malla Reddy Engineering,Test Engineer,400000,1,Hyderabad,4.1
20300,Southern California Edison,Test Engineer,500000,1,Hyderabad,4.1
20301,IBM,Test Engineer,500000,1,Hyderabad,4.1
20302,Publicis Sapient,Test Engineer Contractor,348000,1,Hyderabad,3.9
20303,Unik Systech Solutions,Test Engineer,100000,1,Hyderabad,3.0
20304,Navtech,Test Engineer,500000,1,Hyderabad,3.8
20305,Ongo Recruitment,Test Engineer,500000,1,Hyderabad,5.0
20306,Check Point Software Technologies,Test Engineer,576000,1,Hyderabad,4.0
20307,Test,Test Engineer,600000,1,Hyderabad,4.1
20308,test,Test Engineer - Intern,1009536,1,Hyderabad,3.9
20309,Electronic Arts,Test Engineer Contractor,372000,1,Hyderabad,4.1
20310,LiveRamp,Test Engineer,240000,1,Hyderabad,4.3
20311,TCS,Test Engineer,500000,1,Hyderabad,4.0
20312,Pramati Technologies,Test Engineer,360000,1,Hyderabad,4.4
20313,First Student,Test Engineer,228000,1,Hyderabad,4.1
20314,Lowe's Home Improvement,Test Engineer,912000,1,Hyderabad,3.4
20315,Credence Technology,Test Engineer,500000,1,Hyderabad,4.0
20316,CTS,Test Engineer,1152000,1,Hyderabad,3.8
20317,Shavik,Test Engineer - Contractor,600000,1,Hyderabad,3.6
20318,Aptean,Test Engineer,500000,1,Hyderabad,3.5
20319,Sandeep Ramesh Gupta & Co.,Test Engineer,300000,1,Hyderabad,4.0
20320,OpenText,Test Engineer Contractor,156000,1,Hyderabad,3.7
20321,Qualcomm,Test Engineer Contractor,1080000,1,Hyderabad,4.1
20322,Tesco,Test Engineer,100000,1,Hyderabad,3.7
20323,Marvel Softech India,Test Engineer,228000,1,Hyderabad,5.0
20324,B2B Tech Solution,Test Engineer,400000,1,Hyderabad,4.0
20325,Mars Telecom Systems,Test Engineer,216000,1,Hyderabad,4.6
20326,mobiGesture,Test Engineer,900000,1,Hyderabad,4.5
20327,JoulestoWatts Business Solutions,Test Engineer,900000,1,Hyderabad,3.7
20328,Sriroy Technologies,Test Engineer,200000,1,Hyderabad,4.7
20329,Zessta Software Services,Test Engineer,700000,1,Hyderabad,4.9
20330,Nagalakshmi Solutions,Test Engineer,300000,1,Hyderabad,5.0
20331,YES,Test Engineer,156000,1,Hyderabad,4.2
20332,Test,Test Engineer,500000,1,Hyderabad,3.9
20333,Experis India,Test Engineer,200000,1,Hyderabad,3.2
20334,Ahuja Valecha & Associates Chartered Accountants,Test Engineer,1188000,1,Hyderabad,4.2
20335,LinkedIn,Test Engineer,324000,1,Hyderabad,4.5
20336,Sath,Test Engineer,132000,1,Hyderabad,4.1
20337,Halo,Test Engineer,500000,1,Hyderabad,4.8
20338,Wipro,Test Engineer,144000,1,Hyderabad,3.8
20339,Risha Techno Solutions,Test Engineer,400000,1,Hyderabad,4.1
20340,HCL Technologies,Test Engineer,500000,1,Hyderabad,3.8
20341,Sravanthi Group,Test Engineer,400000,1,Hyderabad,4.3
20342,Sravni.Ru,Test Engineer,100000,1,Hyderabad,3.8
20343,Kiya.ai,Test Engineer,400000,1,Hyderabad,4.1
20344,HRH Next Services,Test Engineer,100000,1,Hyderabad,2.9
20345,Hofincons Group,Test Engineer,204000,1,Hyderabad,3.0
20346,Rudraya,Test Engineer,300000,1,Hyderabad,2.9
20347,YES Prep Public Schools,Test Engineer Contractor,240000,1,Hyderabad,3.6
20348,Infosys,Test Analyst,852000,280,Hyderabad,3.3
20349,Infosys,Technical Test Lead,100000,74,Hyderabad,3.3
20350,Cigniti Inc.,Senior Test Engineer,300000,44,Hyderabad,4.1
20351,Tech Mahindra,Software Test Engineer,200000,43,Hyderabad,3.6
20352,ZenQ,Senior Test Engineer,200000,40,Hyderabad,3.7
20353,Infosys,Software Test Engineer,300000,38,Hyderabad,3.3
20354,Wipro,Senior Test Engineer,500000,29,Hyderabad,3.8
20355,Tata Consultancy Services,Software Test Engineer,400000,28,Hyderabad,3.9
20356,Ivy,Senior Test Engineer,700000,23,Hyderabad,4.0
20357,Tata Consultancy Services,Test Automation Engineer,300000,23,Hyderabad,3.9
20358,Accenture,Software Test Engineer,300000,22,Hyderabad,4.1
20359,IBM,Test Specialist,300000,21,Hyderabad,4.1
20360,Infosys,Testing Engineer,300000,20,Hyderabad,3.3
20361,Cognizant Technology Solutions,Software Test Engineer,400000,18,Hyderabad,3.8
20362,Tech Mahindra,Senior Test Engineer,400000,18,Hyderabad,3.6
20363,Cigniti Inc.,Test Lead,600000,18,Hyderabad,4.1
20364,Infosys,QA Test Analyst,200000,18,Hyderabad,3.3
20365,Wipro,Software Test Engineer,200000,17,Hyderabad,3.8
20366,EPAM Systems,Software Test Automation Engineer,600000,17,Hyderabad,3.9
20367,Tata Consultancy Services,Test Analyst,200000,16,Hyderabad,3.9
20368,Cognizant Technology Solutions,Test Analyst,300000,16,Hyderabad,3.8
20369,Tata Consultancy Services,Software Tester,200000,15,Hyderabad,3.9
20370,Cigniti Inc.,Software Test Engineer,200000,14,Hyderabad,4.1
20371,Capgemini,Software Test Engineer,264000,14,Hyderabad,3.8
20372,Infosys,Software Tester,100000,14,Hyderabad,3.3
20373,Tech Mahindra,Test Lead,500000,14,Hyderabad,3.6
20374,Accenture,Test Engineering Analyst,500000,14,Hyderabad,4.1
20375,ZenQ,Software Test Engineer,200000,13,Hyderabad,3.7
20376,Infosys,Test Lead,200000,13,Hyderabad,3.3
20377,HCL Technologies,Software Test Engineer,100000,12,Hyderabad,3.7
20378,ValueLabs,Software Test Engineer,200000,12,Hyderabad,4.0
20379,Infosys,Software Testing Engineer,500000,12,Hyderabad,3.3
20380,Cognizant Technology Solutions,Software Tester,200000,12,Hyderabad,3.8
20381,HCL Technologies,Test Lead,200000,12,Hyderabad,3.7
20382,Accenture,Test Engineering Senior Analyst,500000,12,Hyderabad,4.1
20383,Prolifics,Senior Test Engineer,600000,11,Hyderabad,3.6
20384,Electronic Arts,QA Tester,300000,11,Hyderabad,4.1
20385,Infosys,Senior Test Analyst,500000,11,Hyderabad,3.3
20386,Tata Consultancy Services,Manual Tester,300000,11,Hyderabad,3.9
20387,W3Softech India,Software Test Engineer,200000,10,Hyderabad,3.8
20388,Wipro Technologies,Senior Test Engineer,600000,10,Hyderabad,3.8
20389,PK,Senior Software Test Engineer,400000,10,Hyderabad,4.0
20390,Accenture,Senior Software Test Engineer,700000,10,Hyderabad,4.1
20391,Cognizant Technology Solutions,Performance Test Engineer,500000,10,Hyderabad,3.8
20392,Accenture,Test Analyst,400000,10,Hyderabad,4.1
20393,Accenture,Test Lead,1000000,10,Hyderabad,4.1
20394,Electronic Arts,QA Tester Contractor,204000,10,Hyderabad,4.1
20395,Cognizant Technology Solutions,Senior Test Analyst,500000,10,Hyderabad,3.8
20396,Accenture,Testing Engineering Analyst,400000,10,Hyderabad,4.1
20397,UnitedHealth Group,Software Test Engineer,500000,9,Hyderabad,3.7
20398,ZenQ,Test Automation Engineer,300000,9,Hyderabad,3.7
20399,Infosys,Test Automation Engineer,500000,9,Hyderabad,3.3
20400,Accenture,Test Automation Engineer,300000,9,Hyderabad,4.1
20401,Planit,Test Analyst,300000,9,Hyderabad,3.7
20402,Accenture,Software Tester,400000,9,Hyderabad,4.1
20403,ValueMomentum,Test Lead,300000,9,Hyderabad,3.8
20404,Tata Consultancy Services,QA Test Lead,400000,9,Hyderabad,3.9
20405,E-Ring,Software Test Engineer,300000,8,Hyderabad,3.9
20406,PK,Software Test Engineer,300000,8,Hyderabad,4.0
20407,ValueMomentum,Software Test Engineer,200000,8,Hyderabad,3.8
20408,CGI,Senior Test Engineer,300000,8,Hyderabad,3.8
20409,Infosys,Performance Test Engineer,200000,8,Hyderabad,3.3
20410,Tata Consultancy Services,Performance Test Engineer,300000,8,Hyderabad,3.9
20411,Infosys,Automation Test Engineer,200000,8,Hyderabad,3.3
20412,HCL Technologies,Software Tester,300000,8,Hyderabad,3.7
20413,Tata Consultancy Services,Tester,996000,8,Hyderabad,3.9
20414,Accenture,Tester,400000,8,Hyderabad,4.1
20415,Truzio,Tester,96000,8,Hyderabad,4.7
20416,Infosys,Testing Executive,120000,8,Hyderabad,3.3
20417,Prolifics,Software Test Engineer,200000,7,Hyderabad,3.6
20418,Ivy,Software Test Engineer,500000,7,Hyderabad,4.0
20419,HCL Technologies,Senior Test Engineer,420000,7,Hyderabad,3.7
20420,Mindtree,Senior Test Engineer,600000,7,Hyderabad,4.0
20421,Infosys,Senior Test Engineer,500000,7,Hyderabad,3.3
20422,ZenQ,Senior Test Automation Engineer,400000,7,Hyderabad,3.7
20423,Wipro,Test Lead,700000,7,Hyderabad,3.8
20424,Tata Consultancy Services,Test Lead,200000,7,Hyderabad,3.9
20425,Accenture,Senior Test Analyst,800000,7,Hyderabad,4.1
20426,Cognizant Technology Solutions,Manual Tester,312000,7,Hyderabad,3.8
20427,Accenture,Test Engineer Analyst,300000,7,Hyderabad,4.1
20428,Tata Consultancy Services,Manual QA Tester,180000,7,Hyderabad,3.9
20429,Tata Consultancy Services,Testing Engineer,200000,6,Hyderabad,3.9
20430,EPAM Systems,Software Test Engineer,100000,6,Hyderabad,3.9
20431,CGI,Software Test Engineer,400000,6,Hyderabad,3.8
20432,Mindtree,Software Test Engineer,300000,6,Hyderabad,4.0
20433,Stigentech IT Services,Software Test Engineer,180000,6,Hyderabad,4.3
20434,Accenture,Senior Test Engineer,800000,6,Hyderabad,4.1
20435,Tech Mahindra,Test Automation Engineer,400000,6,Hyderabad,3.6
20436,Wipro,Senior Software Test Engineer,600000,6,Hyderabad,3.8
20437,Tech Mahindra,Senior Software Test Engineer,500000,6,Hyderabad,3.6
20438,Infosys,QA Test Engineer,100000,6,Hyderabad,3.3
20439,Tata Consultancy Services,Software Testing Engineer,300000,6,Hyderabad,3.9
20440,IBM,Software Tester,400000,6,Hyderabad,4.1
20441,Capgemini,Tester,200000,6,Hyderabad,3.8
20442,Cognizant Technology Solutions,Software QA Test Engineer,300000,6,Hyderabad,3.8
